date,card,merchant,description,amount,category,is_payment
2025-04-08,"Chase Sapphire","GOOGLE *Colab cc@google.com CA","GOOGLE *Colab cc@google.com CA",10.88,,0
2025-04-08,"Chase Sapphire","SQ *BLUE BOTTLE COFFEE San Mateo CA","SQ *BLUE BOTTLE COFFEE San Mateo CA",6.5,,0
2025-04-07,"Amex Delta",DELTA,"DELTA AIR LINES",253.49,Travel-Airline,0
2025-04-07,"Chase Sapphire","TST*PALETTE TEA HOUSE San Francisco CA","TST*PALETTE TEA HOUSE San Francisco CA",163.06,,0
2025-04-07,"Chase Sapphire","MTA*LIRR ETIX TICKET 718-217-5477 NY","MTA*LIRR ETIX TICKET 718-217-5477 NY",5,,0
2025-04-07,"Chase Sapphire","PEET'S #04502 BELMONT CA","PEET'S #04502 BELMONT CA",3.85,,0
2025-04-06,"Chase Sapphire","CRATE AND BARREL #650 NEW YORK NY","CRATE AND BARREL #650 NEW YORK NY",65.27,,1
2025-04-06,"Chase Sapphire","FIVE GUYS NY 2094 QSR NEW YORK NY","FIVE GUYS NY 2094 QSR NEW YORK NY",23.49,,0
2025-04-06,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",8.5,,0
2025-04-06,"Chase Sapphire","OMNYPYG* 877-789-6669 NY","OMNYPYG* 877-789-6669 NY",2.9,,0
2025-04-06,"Chase Sapphire","OMNYPYG* 877-789-6669 NY","OMNYPYG* 877-789-6669 NY",2.9,,0
2025-04-06,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-04-06,"Chase Sapphire","OMNYPYG* 877-789-6669 NY","OMNYPYG* 877-789-6669 NY",2.7,,0
2025-04-05,"Chase Sapphire","CRATE AND BARREL #650 NEW YORK NY","CRATE AND BARREL #650 NEW YORK NY",151.12,,0
2025-04-05,"Chase Sapphire","SQ *KOBRICK COFFEE CO. New York NY","SQ *KOBRICK COFFEE CO. New York NY",21.65,,0
2025-04-05,"Chase Sapphire","TST* DOS TOROS - CARMINE NEW YORK NY","TST* DOS TOROS - CARMINE NEW YORK NY",20.88,,0
2025-04-05,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-04-05,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-04-05,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-04-04,"Chase Sapphire","DD *DOORDASH TARGET DOORDASH.COM CA","DD *DOORDASH TARGET DOORDASH.COM CA",42.6,,0
2025-04-04,"Chase Sapphire","DD *DOORDASH XIANFAMOU 855-431-0459 CA","DD *DOORDASH XIANFAMOU 855-431-0459 CA",21.13,,0
2025-04-04,"Amex Delta",APPLE.COM/BILL,"APPLE.COM/BILL      INTERNET CHARGE     CA",14.38,"Merchandise & Supplies-Internet Purchase",0
2025-04-04,"Chase Sapphire","PAYPAL *UBER 866-576-1039 CA","PAYPAL *UBER 866-576-1039 CA",9.99,,0
2025-04-04,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",9.99,,0
2025-04-03,"Chase Sapphire","MICHAEL H TIRGAN MD PC MANHATTAN NY","MICHAEL H TIRGAN MD PC MANHATTAN NY",400,,0
2025-04-03,"Chase Sapphire","OPENAI *CHATGPT SUBSCR OPENAI.COM CA","OPENAI *CHATGPT SUBSCR OPENAI.COM CA",217.75,,0
2025-04-03,"Chase Sapphire","SQ *STUMPTOWN COFFEE ROAS New York NY","SQ *STUMPTOWN COFFEE ROAS New York NY",29.26,,0
2025-04-03,"Chase Sapphire","DD *DOORDASH HANDYNAST 855-431-0459 CA","DD *DOORDASH HANDYNAST 855-431-0459 CA",25.98,,0
2025-04-03,"Chase Sapphire","DD *DOORDASH THEDONUTP DOORDASH.COM CA","DD *DOORDASH THEDONUTP DOORDASH.COM CA",9.99,,0
2025-04-02,"Chase Sapphire","EATALY NY SALIDO NEW YORK NY","EATALY NY SALIDO NEW YORK NY",70.87,,0
2025-04-02,"Chase Sapphire","TST*LE VILLAGE 4F New York NY","TST*LE VILLAGE 4F New York NY",23.86,,0
2025-04-02,"Chase Sapphire","REPLICATE REPLICATE.COM CA","REPLICATE REPLICATE.COM CA",14.15,,0
2025-04-02,"Amex Delta",Amazon,"Amazon Web Services AWS.Amazon.com      WA",14,"Merchandise & Supplies-Internet Purchase",0
2025-04-02,"Chase Sapphire","MTA*LIRR ETIX TICKET 718-217-5477 NY","MTA*LIRR ETIX TICKET 718-217-5477 NY",7,,0
2025-04-01,"Amex Delta",GOOGLE*CLOUD,"GOOGLE*CLOUD SVJB9T  G.CO HELPPAY#",14500,"Business Services-Internet Services",0
2025-04-01,"Chase Sapphire","TST*DANTE - MACDOUGAL ST New York NY","TST*DANTE - MACDOUGAL ST New York NY",163.67,,0
2025-04-01,"Chase Sapphire","DD *DOORDASH OX9LANZHO 855-431-0459 CA","DD *DOORDASH OX9LANZHO 855-431-0459 CA",61.32,,0
2025-04-01,"Chase Sapphire","TST* DOUGH ZONE - SAN MAT SAN MATEO CA","TST* DOUGH ZONE - SAN MAT SAN MATEO CA",53.34,,0
2025-04-01,"Chase Sapphire","DD *DOORDASH BENVENUTO 855-431-0459 CA","DD *DOORDASH BENVENUTO 855-431-0459 CA",24.12,,0
2025-04-01,"Chase Sapphire","Spotify USA 877-7781161 NY","Spotify USA 877-7781161 NY",19.99,,0
2025-04-01,"Chase Sapphire","Amazon.com*V04YM2ZH3 Amzn.com/bill WA","Amazon.com*V04YM2ZH3 Amzn.com/bill WA",19.68,,0
2025-04-01,"Chase Sapphire","BROOKLYN BAGEL (8TH ST) 212-4773070 NY","BROOKLYN BAGEL (8TH ST) 212-4773070 NY",8.02,,0
2025-04-01,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-03-31,"Chase Sapphire","LEMONADE INSURANCE LEMONADE.COM NY","LEMONADE INSURANCE LEMONADE.COM NY",88.25,,0
2025-03-31,"Chase Sapphire","DD *DOORDASH WINSONBAK 855-431-0459 CA","DD *DOORDASH WINSONBAK 855-431-0459 CA",22.49,,0
2025-03-31,"Chase Sapphire","SQ *TONG SUI (SAN MATEO) San Mateo CA","SQ *TONG SUI (SAN MATEO) San Mateo CA",10.95,,0
2025-03-30,"Chase Sapphire","Payment Thank You - Web","Payment Thank You - Web",8127.12,,1
2025-03-30,"Chase Sapphire","TASKER ON TASKRABBIT WWW.TASKRABBI CA","TASKER ON TASKRABBIT WWW.TASKRABBI CA",90.5,,0
2025-03-30,"Chase Sapphire","AMAZON MKTPLACE PMTS Amzn.com/bill WA","AMAZON MKTPLACE PMTS Amzn.com/bill WA",31.1,,1
2025-03-30,"Chase Sapphire","AMAZON MKTPLACE PMTS Amzn.com/bill WA","AMAZON MKTPLACE PMTS Amzn.com/bill WA",27.27,,1
2025-03-30,"Chase Sapphire","DD *DOORDASH NANXIANGS 855-431-0459 CA","DD *DOORDASH NANXIANGS 855-431-0459 CA",17.92,,0
2025-03-30,"Chase Sapphire","DD *DOORDASH XIANFAMOU 855-431-0459 CA","DD *DOORDASH XIANFAMOU 855-431-0459 CA",17.92,,0
2025-03-30,"Chase Sapphire","AMAZON MKTPLACE PMTS Amzn.com/bill WA","AMAZON MKTPLACE PMTS Amzn.com/bill WA",13.66,,1
2025-03-29,"Chase Sapphire","Whole Foods RED 10154 866-216-1072 DE","Whole Foods RED 10154 866-216-1072 DE",323.98,,0
2025-03-29,"Chase Sapphire","DD *DOORDASH RISEWOODF 855-431-0459 CA","DD *DOORDASH RISEWOODF 855-431-0459 CA",58.62,,0
2025-03-29,"Chase Sapphire","DD *DOORDASH SAMWOOJUN 855-431-0459 CA","DD *DOORDASH SAMWOOJUN 855-431-0459 CA",27.73,,0
2025-03-29,"Chase Sapphire","HASSETT ACE HARDWARE R REDWOOD CITY CA","HASSETT ACE HARDWARE R REDWOOD CITY CA",15.36,,0
2025-03-29,"Chase Sapphire","SQ *THE VILLAGE HUB Woodside CA","SQ *THE VILLAGE HUB Woodside CA",13.8,,0
2025-03-28,"Amex Delta",DELTA,"DELTA AIR LINES",750.97,Travel-Airline,0
2025-03-28,"Amex Delta",DELTA,"DELTA AIR LINES",428.97,Travel-Airline,0
2025-03-28,"Amex Delta",DELTA,"DELTA AIR LINES",368.48,Travel-Airline,0
2025-03-28,"Amex Delta",DELTA,"DELTA AIR LINES",366.97,Travel-Airline,0
2025-03-28,"Amex Delta",DELTA,"DELTA AIR LINES",238.48,Travel-Airline,0
2025-03-28,"Amex Delta",DELTA,"DELTA AIR LINES",238.48,Travel-Airline,0
2025-03-28,"Chase Sapphire","TST*CELLARMAKER HOUSE OF 415-296-6351 CA","TST*CELLARMAKER HOUSE OF 415-296-6351 CA",63.77,,0
2025-03-27,"Chase Sapphire","PY *EAST VILLAGE 404-201-6612 NY","PY *EAST VILLAGE 404-201-6612 NY",257,,0
2025-03-27,"Chase Sapphire","DD *DOORDASH HUMMUSMED 855-431-0459 CA","DD *DOORDASH HUMMUSMED 855-431-0459 CA",212.67,,0
2025-03-27,"Chase Sapphire","TST*TAISHOKEN RAMEN - SA San Mateo CA","TST*TAISHOKEN RAMEN - SA San Mateo CA",128.33,,0
2025-03-27,"Chase Sapphire","SQSP* INV175330685 SQUARESPACE.C NY","SQSP* INV175330685 SQUARESPACE.C NY",12,,0
2025-03-27,"Chase Sapphire","SQ *BLUE BOTTLE COFFEE San Mateo CA","SQ *BLUE BOTTLE COFFEE San Mateo CA",5,,0
2025-03-27,"Chase Sapphire","PEET'S #04502 BELMONT CA","PEET'S #04502 BELMONT CA",3.85,,0
2025-03-27,"Chase Sapphire","CITY OF SM PW PARKING ME SAN MATEO CA","CITY OF SM PW PARKING ME SAN MATEO CA",2.25,,0
2025-03-27,"Chase Sapphire","CITY OF SM PW PARKING ME SAN MATEO CA","CITY OF SM PW PARKING ME SAN MATEO CA",2.25,,0
2025-03-26,"Chase Sapphire","SUSHI MARUYAMA SAN MATEO CA","SUSHI MARUYAMA SAN MATEO CA",315.78,,0
2025-03-26,"Chase Sapphire","DD *DOORDASH KAJIKENSA 855-431-0459 CA","DD *DOORDASH KAJIKENSA 855-431-0459 CA",103.84,,0
2025-03-26,"Chase Sapphire","Nyx*877-494-3833 EVGO SER HUNT VALLEY MD","Nyx*877-494-3833 EVGO SER HUNT VALLEY MD",55,,0
2025-03-26,"Chase Sapphire","SQ *SAN MATEO SOMISOMI San Mateo CA","SQ *SAN MATEO SOMISOMI San Mateo CA",31.97,,0
2025-03-26,"Chase Sapphire","OCULUS *T5JBYN4DF2 650-5434800 CA","OCULUS *T5JBYN4DF2 650-5434800 CA",8.7,,0
2025-03-25,"Chase Sapphire","APPLE.COM/US 800-692-7753 CA","APPLE.COM/US 800-692-7753 CA",3175.78,,0
2025-03-25,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",149.99,,0
2025-03-25,"Chase Sapphire","DD *DOORDASH ELSINALOE 855-431-0459 CA","DD *DOORDASH ELSINALOE 855-431-0459 CA",105.56,,0
2025-03-25,"Chase Sapphire","DD *DOORDASH SUSIECAKE 855-431-0459 CA","DD *DOORDASH SUSIECAKE 855-431-0459 CA",36.95,,0
2025-03-25,"Chase Sapphire","DD *DOORDASH TARGET DOORDASH.COM CA","DD *DOORDASH TARGET DOORDASH.COM CA",21.74,,0
2025-03-24,"Chase Sapphire","Curry Hyuga - RETAIL Burlingame CA","Curry Hyuga - RETAIL Burlingame CA",103.7,,0
2025-03-24,"Chase Sapphire","NEW THAI ELEPHANT INC SAN MATEO CA","NEW THAI ELEPHANT INC SAN MATEO CA",64.54,,0
2025-03-24,"Chase Sapphire","SAFEWAY #3116 SOUTH SAN FRA CA","SAFEWAY #3116 SOUTH SAN FRA CA",60.67,,0
2025-03-24,"Chase Sapphire","Nyx*877-494-3833 EVGO SER HUNT VALLEY MD","Nyx*877-494-3833 EVGO SER HUNT VALLEY MD",19.89,,0
2025-03-24,"Chase Sapphire","SQ *GROOVY GOOSE San Carlos CA","SQ *GROOVY GOOSE San Carlos CA",11.03,,0
2025-03-24,"Chase Sapphire","CITIBIK*4 RIDES HELP.LYFT.COM CA","CITIBIK*4 RIDES HELP.LYFT.COM CA",7.08,,0
2025-03-23,"Chase Sapphire","DOMAINE CARNEROS NAPA CA","DOMAINE CARNEROS NAPA CA",243.08,,0
2025-03-23,"Chase Sapphire","TST*BOUCHON BISTRO - YOU Yountville CA","TST*BOUCHON BISTRO - YOU Yountville CA",226.71,,0
2025-03-23,"Chase Sapphire","RAMS GATE WINERY LLC SONOMA CA","RAMS GATE WINERY LLC SONOMA CA",222.36,,0
2025-03-23,"Chase Sapphire","SAFEWAY #0999 FOSTER CITY CA","SAFEWAY #0999 FOSTER CITY CA",104.07,,0
2025-03-23,"Chase Sapphire","ACT*Motiv Sports US 800-6634991 TX","ACT*Motiv Sports US 800-6634991 TX",89,,0
2025-03-23,"Chase Sapphire","ACT*Motiv Sports US 800-6634991 TX","ACT*Motiv Sports US 800-6634991 TX",89,,0
2025-03-23,"Chase Sapphire","TST*DAEHO KALBIJJIM - SA San Mateo CA","TST*DAEHO KALBIJJIM - SA San Mateo CA",67.4,,0
2025-03-23,"Chase Sapphire","SAFEWAY #1138 BELMONT CA","SAFEWAY #1138 BELMONT CA",21.66,,0
2025-03-23,"Chase Sapphire","HLU*HULUPLUS hulu.com/bill CA","HLU*HULUPLUS hulu.com/bill CA",18.99,,0
2025-03-23,"Chase Sapphire","Nyx*8336322778 ELECTRIFY HUNT VALLEY MD","Nyx*8336322778 ELECTRIFY HUNT VALLEY MD",15.42,,0
2025-03-22,"Chase Sapphire","LYFT *MEMB ANNUAL HELP.LYFT.COM CA","LYFT *MEMB ANNUAL HELP.LYFT.COM CA",108.33,,0
2025-03-22,"Chase Sapphire","EATALY NY CATAPULT NEW YORK NY","EATALY NY CATAPULT NEW YORK NY",31.46,,0
2025-03-21,"Chase Sapphire","PY *EAST VILLAGE 404-201-6612 NY","PY *EAST VILLAGE 404-201-6612 NY",610,,0
2025-03-21,"Chase Sapphire","BALTHAZAR RESTAURANT NEW YORK NY","BALTHAZAR RESTAURANT NEW YORK NY",152.07,,0
2025-03-21,"Chase Sapphire","DD *DOORDASH MIGHTYQUI 855-431-0459 CA","DD *DOORDASH MIGHTYQUI 855-431-0459 CA",29.35,,0
2025-03-21,"Chase Sapphire","DD *DOORDASH EMPANADAM 855-431-0459 CA","DD *DOORDASH EMPANADAM 855-431-0459 CA",15.33,,0
2025-03-21,"Chase Sapphire","DD *DOORDASH THEDONUTP DOORDASH.COM CA","DD *DOORDASH THEDONUTP DOORDASH.COM CA",9.99,,0
2025-03-21,"Chase Sapphire","BROOKLYN BAGEL (8TH ST) 212-4773070 NY","BROOKLYN BAGEL (8TH ST) 212-4773070 NY",7.02,,0
2025-03-21,"Chase Sapphire","SQ *DONUT PUB New York NY","SQ *DONUT PUB New York NY",3,,0
2025-03-20,"Chase Sapphire","CLASSPASS* MONTHLY CLASSPASS.COM MT","CLASSPASS* MONTHLY CLASSPASS.COM MT",93.01,,0
2025-03-20,"Chase Sapphire","DD *DOORDASH DHHANDPUL 855-431-0459 CA","DD *DOORDASH DHHANDPUL 855-431-0459 CA",39.26,,0
2025-03-20,"Amex Delta",KRISP,"KRISP               BERKELEY            CA",31.36,"Merchandise & Supplies-Computer Supplies",0
2025-03-20,"Chase Sapphire","Spectrum 855-707-7328 MO","Spectrum 855-707-7328 MO",29.99,,0
2025-03-20,"Chase Sapphire","TST* DINER 24 NEW YORK NY","TST* DINER 24 NEW YORK NY",28.99,,0
2025-03-20,"Amex Delta",AMC,"AMC 9640 ONLINE*9640LEAWOOD             KS",24.95,"Entertainment-Theatrical Events",0
2025-03-20,"Chase Sapphire","TST* DOS TOROS - CARMINE NEW YORK NY","TST* DOS TOROS - CARMINE NEW YORK NY",20.88,,0
2025-03-20,"Chase Sapphire","SQSP* INV174403929 SQUARESPACE.C NY","SQSP* INV174403929 SQUARESPACE.C NY",15,,0
2025-03-19,"Amex Delta",ZOOM.COM,"ZOOM.COM 888-799-966SAN JOSE            CA",74.92,Other-Miscellaneous,1
2025-03-19,"Chase Sapphire","DD *DOORDASH SOOTHRTHA 855-431-0459 CA","DD *DOORDASH SOOTHRTHA 855-431-0459 CA",25.76,,0
2025-03-19,"Chase Sapphire","TST*DANTE - HUDSON ST New York NY","TST*DANTE - HUDSON ST New York NY",24.93,,0
2025-03-19,"Chase Sapphire","PAYPAL *PEACOCKTVLL 310D7 212-664-0138 NY","PAYPAL *PEACOCKTVLL 310D7 212-664-0138 NY",7.99,,0
2025-03-19,"Chase Sapphire","THE HOME DEPOT #6175 NEW YORK NY","THE HOME DEPOT #6175 NEW YORK NY",6.82,,0
2025-03-19,"Chase Sapphire","H BRICKMAN & SONS NEW YORK NY","H BRICKMAN & SONS NEW YORK NY",3.26,,0
2025-03-18,"Chase Sapphire","Payment Thank You - Web","Payment Thank You - Web",1932.62,,1
2025-03-18,"Chase Sapphire","CAFFE REGGIO NEW YORK NY","CAFFE REGGIO NEW YORK NY",26.16,,0
2025-03-18,"Chase Sapphire","TST* DIG INN- 691 BROADWA NEW YORK NY","TST* DIG INN- 691 BROADWA NEW YORK NY",14.7,,0
2025-03-17,"Chase Sapphire","PC RICHARD & SON #65 NEW YORK NY","PC RICHARD & SON #65 NEW YORK NY",685.12,,0
2025-03-17,"Amex Delta",DELTA,"DELTA AIR LINES",627.97,Travel-Airline,0
2025-03-17,"Chase Sapphire","DD *DOORDASH WALGREENS 855-431-0459 CA","DD *DOORDASH WALGREENS 855-431-0459 CA",87.78,,0
2025-03-17,"Chase Sapphire","DD *DOORDASH SAMWOOJUN 855-431-0459 CA","DD *DOORDASH SAMWOOJUN 855-431-0459 CA",53.23,,0
2025-03-17,"Chase Sapphire","SQ *EMPLOYEES ONLY LLC New York NY","SQ *EMPLOYEES ONLY LLC New York NY",47.35,,0
2025-03-17,"Chase Sapphire","STAPLES 00111062 800-3333330 NY","STAPLES 00111062 800-3333330 NY",38.22,,0
2025-03-17,"Chase Sapphire","DD *DOORDASH THEHALALG 855-431-0459 CA","DD *DOORDASH THEHALALG 855-431-0459 CA",22.64,,0
2025-03-17,"Chase Sapphire","TST*MAH-ZE-DAHR BAKERY New York NY","TST*MAH-ZE-DAHR BAKERY New York NY",10.62,,0
2025-03-17,"Chase Sapphire","CAPSULE PHARMACY CAPSULE.COM NY","CAPSULE PHARMACY CAPSULE.COM NY",9,,0
2025-03-17,"Chase Sapphire","CITIBIK*3 RIDES HELP.LYFT.COM CA","CITIBIK*3 RIDES HELP.LYFT.COM CA",7.62,,0
2025-03-17,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",4.34,,0
2025-03-16,"Chase Sapphire","DD *DOORDASH SIMPIZZA- 855-431-0459 CA","DD *DOORDASH SIMPIZZA- 855-431-0459 CA",31.2,,0
2025-03-16,"Chase Sapphire","PT *MOUNT SINAI NEW YORK NY","PT *MOUNT SINAI NEW YORK NY",25,,0
2025-03-16,"Chase Sapphire","BLUE RIBBON FRIED CHICKEN NEW YORK NY","BLUE RIBBON FRIED CHICKEN NEW YORK NY",23.57,,0
2025-03-16,"Chase Sapphire","TOMPKINS SQUARE BAGELS MANHATTAN NY","TOMPKINS SQUARE BAGELS MANHATTAN NY",9.7,,0
2025-03-16,"Chase Sapphire","SQ *STONE STREET CAFE New York NY","SQ *STONE STREET CAFE New York NY",6.53,,0
2025-03-16,"Chase Sapphire","BLUE RIBBON FRIED CHICKEN NEW YORK NY","BLUE RIBBON FRIED CHICKEN NEW YORK NY",3.21,,0
2025-03-15,"Chase Sapphire","SQ *SM?R New York NY","SQ *SM?R New York NY",55.25,,0
2025-03-15,"Chase Sapphire","DD *DOORDASH SAMWOOJUN 855-431-0459 CA","DD *DOORDASH SAMWOOJUN 855-431-0459 CA",50.11,,0
2025-03-15,"Chase Sapphire","DD *DOORDASH SOOTHRTHA 855-431-0459 CA","DD *DOORDASH SOOTHRTHA 855-431-0459 CA",25.76,,0
2025-03-15,"Chase Sapphire","SQ *% ARABICA NOLITA New York NY","SQ *% ARABICA NOLITA New York NY",6.25,,0
2025-03-14,"Amex Delta",RECRUIT,"RECRUIT PRO         LONG ISLAND CITY    NY",149,"Business Services-Other Services",0
2025-03-14,"Chase Sapphire","WWW.WEWORK.COM WWW.WEWORK.CO NY","WWW.WEWORK.COM WWW.WEWORK.CO NY",29,,0
2025-03-14,"Chase Sapphire","AMAZON MKTPL*UQ59L4GD3 Amzn.com/bill WA","AMAZON MKTPL*UQ59L4GD3 Amzn.com/bill WA",26.5,,0
2025-03-14,"Chase Sapphire","NYTIMES* 800-698-4637 NY","NYTIMES* 800-698-4637 NY",23,,0
2025-03-14,"Chase Sapphire","ALIDORO NEW YORK NY","ALIDORO NEW YORK NY",18.12,,0
2025-03-14,"Chase Sapphire","TST* DIG INN SEASONAL MAR NEW YORK NY","TST* DIG INN SEASONAL MAR NEW YORK NY",14.7,,0
2025-03-14,"Chase Sapphire","SQ *DOMINIQUE ANSEL GROUP New York NY","SQ *DOMINIQUE ANSEL GROUP New York NY",7.08,,0
2025-03-13,"Chase Sapphire","WWW.THEFARMSOHO.COM THEFARMSOHO.C NY","WWW.THEFARMSOHO.COM THEFARMSOHO.C NY",31.43,,0
2025-03-13,"Chase Sapphire","DD *DOORDASH XIANFAMOU 855-431-0459 CA","DD *DOORDASH XIANFAMOU 855-431-0459 CA",27.82,,0
2025-03-13,"Chase Sapphire","BABELCLOUD INC. GRU.AI/HOME DE","BABELCLOUD INC. GRU.AI/HOME DE",19.9,,0
2025-03-13,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-03-12,"Amex Delta",DELTA,"DELTA AIR LINES",178.49,Travel-Airline,0
2025-03-12,"Chase Sapphire","TST* DOS TOROS - CARMINE NEW YORK NY","TST* DOS TOROS - CARMINE NEW YORK NY",35.5,,0
2025-03-12,"Chase Sapphire","WWW.WEWORK.COM WWW.WEWORK.CO NY","WWW.WEWORK.COM WWW.WEWORK.CO NY",29,,0
2025-03-12,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",9.99,,0
2025-03-12,"Chase Sapphire","AMC 2116 LINCOLN SQ 13 NEW YORK NY","AMC 2116 LINCOLN SQ 13 NEW YORK NY",9.89,,0
2025-03-12,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-03-11,"Chase Sapphire","WWW.WEWORK.COM WWW.WEWORK.CO NY","WWW.WEWORK.COM WWW.WEWORK.CO NY",39,,0
2025-03-11,"Chase Sapphire","ADOBE *800-833-6687 800-833-6687 CA","ADOBE *800-833-6687 800-833-6687 CA",16.3,,0
2025-03-11,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-03-10,"Chase Sapphire","FIVE GUYS NY 2094 QSR NEW YORK NY","FIVE GUYS NY 2094 QSR NEW YORK NY",23.49,,0
2025-03-10,"Chase Sapphire","GINGER AND LEMONGRASS NEW YORK NY","GINGER AND LEMONGRASS NEW YORK NY",22.86,,0
2025-03-10,"Chase Sapphire","GOOGLE *Google One g.co/helppay# CA","GOOGLE *Google One g.co/helppay# CA",21.76,,0
2025-03-10,"Chase Sapphire","SQ *DONUT PUB New York NY","SQ *DONUT PUB New York NY",10.36,,0
2025-03-10,"Chase Sapphire","HEAVENLY MARKET DELI NEW YORK NY","HEAVENLY MARKET DELI NEW YORK NY",6.77,,0
2025-03-10,"Chase Sapphire","MTA*LIRR ETIX TICKET 718-217-5477 NY","MTA*LIRR ETIX TICKET 718-217-5477 NY",5,,0
2025-03-09,"Amex Delta",DELTA,"DELTA AIR LINES",260,Travel-Airline,0
2025-03-09,"Chase Sapphire","SQ *ROSECRANS New York NY","SQ *ROSECRANS New York NY",50.08,,0
2025-03-09,"Chase Sapphire","TST*SPOT DESSERT BAR - L Long Island C NY","TST*SPOT DESSERT BAR - L Long Island C NY",35.89,,0
2025-03-09,"Chase Sapphire","SQ *STUMPTOWN COFFEE ROAS New York NY","SQ *STUMPTOWN COFFEE ROAS New York NY",27.9,,0
2025-03-09,"Amex Delta",AplPay,"AplPay LYFT         855-280-0278        CA",26.03,"Transportation-Taxis & Coach",0
2025-03-09,"Chase Sapphire","TST*LE VILLAGE 4F New York NY","TST*LE VILLAGE 4F New York NY",23.36,,0
2025-03-09,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",8.5,,0
2025-03-09,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-03-09,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-03-08,"Chase Sapphire","DD *DOORDASH RISEWOODF 855-431-0459 CA","DD *DOORDASH RISEWOODF 855-431-0459 CA",66.54,,0
2025-03-08,"Chase Sapphire","CHEVRON 0370118 SAN CARLOS CA","CHEVRON 0370118 SAN CARLOS CA",27.99,,0
2025-03-08,"Amex Delta",AplPay,"AplPay LYFT         855-280-0278        CA",19.73,"Transportation-Taxis & Coach",0
2025-03-08,"Chase Sapphire","GOOGLE *Colab cc@google.com CA","GOOGLE *Colab cc@google.com CA",10.88,,0
2025-03-08,"Chase Sapphire","Amazon.com*LY7IN9K73 Amzn.com/bill WA","Amazon.com*LY7IN9K73 Amzn.com/bill WA",2.99,,0
2025-03-07,"Chase Sapphire","DD *DOORDASH OX9LANZHO 855-431-0459 CA","DD *DOORDASH OX9LANZHO 855-431-0459 CA",83.07,,0
2025-03-07,"Chase Sapphire","KAISER PHARM 371 REDWOOD CITY CA","KAISER PHARM 371 REDWOOD CITY CA",8.54,,0
2025-03-07,"Chase Sapphire","PEET'S #04502 BELMONT CA","PEET'S #04502 BELMONT CA",4.25,,0
2025-03-06,"Chase Sapphire","DD *DOORDASH CUBANKITC 855-431-0459 CA","DD *DOORDASH CUBANKITC 855-431-0459 CA",71.68,,0
2025-03-06,"Amex Delta",AplPay,"AplPay LYFT         855-280-0278        CA",35.2,"Transportation-Taxis & Coach",0
2025-03-06,"Chase Sapphire","SQ *HOUSE OF BAGELS, SAN SAN CARLOS CA","SQ *HOUSE OF BAGELS, SAN SAN CARLOS CA",6.6,,0
2025-03-06,"Chase Sapphire","SAFEWAY #0970 SAN MATEO CA","SAFEWAY #0970 SAN MATEO CA",2.27,,0
2025-03-05,"Chase Sapphire","OPENROUTER, INC OPENROUTER.AI NY","OPENROUTER, INC OPENROUTER.AI NY",106.08,,0
2025-03-05,"Chase Sapphire","BIANCHINIS MARKET # SAN CARLOS CA","BIANCHINIS MARKET # SAN CARLOS CA",103.12,,0
2025-03-05,"Amex Delta",AplPay,"AplPay LYFT         855-280-0278        CA",83.33,"Transportation-Taxis & Coach",0
2025-03-05,"Chase Sapphire","DD *DOORDASH 7THSTREET 855-431-0459 CA","DD *DOORDASH 7THSTREET 855-431-0459 CA",15.24,,0
2025-03-05,"Chase Sapphire","PEET'S #20502 SAN CARLOS CA","PEET'S #20502 SAN CARLOS CA",14.95,,0
